,Facilidade,Clientes,Coord_Clientes,Coord_Facilidade,Coord_cliente_facilidade,Tempo
691,HOSP. SÃO JOSÉ,Venda Nova,"(-21.7806964, -41.1893024)","(-21.8294589, -41.2949733)","((-21.7806964, -41.1893024), (-21.8294589, -41.2949733))",1941
692,HOSP. SÃO JOSÉ,Vila da Rainha,"(-21.7700086, -41.293405)","(-21.8294589, -41.2949733)","((-21.7700086, -41.293405), (-21.8294589, -41.2949733))",1168
693,HOSP. SÃO JOSÉ,Vila Industrial,"(-21.7156956, -41.2950799)","(-21.8294589, -41.2949733)","((-21.7156956, -41.2950799), (-21.8294589, -41.2949733))",2202
694,HOSP. SÃO JOSÉ,Vila Manhães,"(-21.7915221, -41.2745829)","(-21.8294589, -41.2949733)","((-21.7915221, -41.2745829), (-21.8294589, -41.2949733))",884
695,HOSP. SÃO JOSÉ,Av. Dom Bosco,"(-21.7591468, -41.3400034)","(-21.8294589, -41.2949733)","((-21.7591468, -41.3400034), (-21.8294589, -41.2949733))",1349
697,HOSP. SÃO JOSÉ,Estr. Poço Gordo,"(-21.830839, -41.2308837)","(-21.8294589, -41.2949733)","((-21.830839, -41.2308837), (-21.8294589, -41.2949733))",841
698,HOSP. SÃO JOSÉ,Igreja Batista Jardim Ceasa,"(-21.7178297, -41.3022266)","(-21.8294589, -41.2949733)","((-21.7178297, -41.3022266), (-21.8294589, -41.2949733))",2043
700,HOSP. SÃO JOSÉ,Paraiso da Benção,"(-21.760452, -41.3266466)","(-21.8294589, -41.2949733)","((-21.760452, -41.3266466), (-21.8294589, -41.2949733))",1230
701,HOSP. SÃO JOSÉ,Parque Barão do Rio Branco,"(-21.7336254, -41.3117783)","(-21.8294589, -41.2949733)","((-21.7336254, -41.3117783), (-21.8294589, -41.2949733))",1724
703,HOSP. SÃO JOSÉ,Pernambucanas,"(-21.7543225, -41.3487367)","(-21.8294589, -41.2949733)","((-21.7543225, -41.3487367), (-21.8294589, -41.2949733))",1488
704,HOSP. SÃO JOSÉ,Ponto da Lama,"(-21.8370393, -41.4279283)","(-21.8294589, -41.2949733)","((-21.8370393, -41.4279283), (-21.8294589, -41.2949733))",1996
705,HOSP. SÃO JOSÉ,Av. Pelinca,"(-21.7595963, -41.3341974)","(-21.8294589, -41.2949733)","((-21.7595963, -41.3341974), (-21.8294589, -41.2949733))",1475
706,HOSP. SÃO JOSÉ,Av. Santa Rosa,"(-21.726035, -41.3080528)","(-21.8294589, -41.2949733)","((-21.726035, -41.3080528), (-21.8294589, -41.2949733))",1839
707,HOSP. SÃO JOSÉ,Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.8294589, -41.2949733)","((-21.7504512, -41.3525693), (-21.8294589, -41.2949733))",1550
708,HOSP. SÃO JOSÉ,Parque Canaã,"(-21.6568988, -41.313475)","(-21.8294589, -41.2949733)","((-21.6568988, -41.313475), (-21.8294589, -41.2949733))",2495
709,HOSP. SÃO JOSÉ,Parque Ceasa,"(-21.7206644, -41.2996777)","(-21.8294589, -41.2949733)","((-21.7206644, -41.2996777), (-21.8294589, -41.2949733))",2025
710,HOSP. SÃO JOSÉ,Praça do Flamboyant 1,"(-21.7725578, -41.3072573)","(-21.8294589, -41.2949733)","((-21.7725578, -41.3072573), (-21.8294589, -41.2949733))",801
711,HOSP. SÃO JOSÉ,Rua Paraíso,"(-21.7229953, -41.3250517)","(-21.8294589, -41.2949733)","((-21.7229953, -41.3250517), (-21.8294589, -41.2949733))",2060
712,HOSP. SÃO JOSÉ,Igreja Adventista do Sét. Dia Calabouco,"(-21.7386222, -41.3150859)","(-21.8294589, -41.2949733)","((-21.7386222, -41.3150859), (-21.8294589, -41.2949733))",1591
713,HOSP. SÃO JOSÉ,Santa Rosa,"(-22.0294289, -41.0280592)","(-21.8294589, -41.2949733)","((-22.0294289, -41.0280592), (-21.8294589, -41.2949733))",3484
714,HOSP. SÃO JOSÉ,UBS Salo Brand,"(-21.7653521, -41.3059432)","(-21.8294589, -41.2949733)","((-21.7653521, -41.3059432), (-21.8294589, -41.2949733))",947
715,HOSP. SÃO JOSÉ,Canaã,"(-21.7592199, -41.3215318)","(-21.8294589, -41.2949733)","((-21.7592199, -41.3215318), (-21.8294589, -41.2949733))",1170
716,HOSP. SÃO JOSÉ,Aeroporto Bartolomeu Lisandro,"(-21.7013937, -41.3073687)","(-21.8294589, -41.2949733)","((-21.7013937, -41.3073687), (-21.8294589, -41.2949733))",2183
717,HOSP. SÃO JOSÉ,Av. Rui Barbosa,"(-21.7557442, -41.3080549)","(-21.8294589, -41.2949733)","((-21.7557442, -41.3080549), (-21.8294589, -41.2949733))",1259
718,HOSP. SÃO JOSÉ,Ceasa Campos do G,"(-21.7681775, -41.3514521)","(-21.8294589, -41.2949733)","((-21.7681775, -41.3514521), (-21.8294589, -41.2949733))",1350
719,HOSP. SÃO JOSÉ,Salo Brand,"(-21.7466594, -41.3216655)","(-21.8294589, -41.2949733)","((-21.7466594, -41.3216655), (-21.8294589, -41.2949733))",1519
720,HOSP. SÃO JOSÉ,Tv. João Seixas,"(-21.7723261, -41.3237712)","(-21.8294589, -41.2949733)","((-21.7723261, -41.3237712), (-21.8294589, -41.2949733))",1043
721,HOSP. SÃO JOSÉ,Ceasa,"(-21.7178297, -41.3022266)","(-21.8294589, -41.2949733)","((-21.7178297, -41.3022266), (-21.8294589, -41.2949733))",2043
723,HOSP. SÃO JOSÉ,Chave do Paraíso,"(-21.3949836, -41.4497645)","(-21.8294589, -41.2949733)","((-21.3949836, -41.4497645), (-21.8294589, -41.2949733))",4361
724,HOSP. SÃO JOSÉ,Igreja Batista em Nova Canaã,"(-21.6541754, -41.31617749999999)","(-21.8294589, -41.2949733)","((-21.6541754, -41.31617749999999), (-21.8294589, -41.2949733))",2571
725,HOSP. TRAVESSÃO,Alphaville,"(-21.7711892, -41.3106727)","(-21.6093672, -41.3123019)","((-21.7711892, -41.3106727), (-21.6093672, -41.3123019))",1861
726,HOSP. TRAVESSÃO,Baixa Grande,"(-21.9492435, -41.13520889999999)","(-21.6093672, -41.3123019)","((-21.9492435, -41.13520889999999), (-21.6093672, -41.3123019))",4450
727,HOSP. TRAVESSÃO,Batista Ponto de Coqueiros,"(-21.9074616, -41.1586879)","(-21.6093672, -41.3123019)","((-21.9074616, -41.1586879), (-21.6093672, -41.3123019))",4048
728,HOSP. TRAVESSÃO,Caju,"(-21.7444336, -41.3375268)","(-21.6093672, -41.3123019)","((-21.7444336, -41.3375268), (-21.6093672, -41.3123019))",1323
729,HOSP. TRAVESSÃO,Campo Limpo,"(-21.8595722, -41.2413952)","(-21.6093672, -41.3123019)","((-21.8595722, -41.2413952), (-21.6093672, -41.3123019))",3254
730,HOSP. TRAVESSÃO,CEASA Campos dos G.,"(-21.7178297, -41.3022266)","(-21.6093672, -41.3123019)","((-21.7178297, -41.3022266), (-21.6093672, -41.3123019))",1013
731,HOSP. TRAVESSÃO,Centro,"(-21.760181, -41.32211410000001)","(-21.6093672, -41.3123019)","((-21.760181, -41.32211410000001), (-21.6093672, -41.3123019))",1578
732,HOSP. TRAVESSÃO,Chave do Paraíso de Deus,"(-21.3951104, -41.4486132)","(-21.6093672, -41.3123019)","((-21.3951104, -41.4486132), (-21.6093672, -41.3123019))",1844
733,HOSP. TRAVESSÃO,Codim,"(-21.7106103, -41.2846222)","(-21.6093672, -41.3123019)","((-21.7106103, -41.2846222), (-21.6093672, -41.3123019))",924
734,HOSP. TRAVESSÃO,Conselheiro Josino,"(-21.5004534, -41.3437979)","(-21.6093672, -41.3123019)","((-21.5004534, -41.3437979), (-21.6093672, -41.3123019))",881
735,HOSP. TRAVESSÃO,Custodópolis,"(-21.7224988, -41.3097124)","(-21.6093672, -41.3123019)","((-21.7224988, -41.3097124), (-21.6093672, -41.3123019))",998
736,HOSP. TRAVESSÃO,Donana,"(-21.8211884, -41.2971687)","(-21.6093672, -41.3123019)","((-21.8211884, -41.2971687), (-21.6093672, -41.3123019))",2587
737,HOSP. TRAVESSÃO,Estr. Brejo Grande,"(-21.6869393, -41.2872059)","(-21.6093672, -41.3123019)","((-21.6869393, -41.2872059), (-21.6093672, -41.3123019))",930
738,HOSP. TRAVESSÃO,Estr. Bulgalho,"(-21.8392734, -41.2388999)","(-21.6093672, -41.3123019)","((-21.8392734, -41.2388999), (-21.6093672, -41.3123019))",3254
739,HOSP. TRAVESSÃO,Goytacazes,"(-21.8322841, -41.2683545)","(-21.6093672, -41.3123019)","((-21.8322841, -41.2683545), (-21.6093672, -41.3123019))",2896
740,HOSP. TRAVESSÃO,Guriri,"(-21.9089274, -41.4696266)","(-21.6093672, -41.3123019)","((-21.9089274, -41.4696266), (-21.6093672, -41.3123019))",3469
741,HOSP. TRAVESSÃO,Horto,"(-21.7623448, -41.2984828)","(-21.6093672, -41.3123019)","((-21.7623448, -41.2984828), (-21.6093672, -41.3123019))",1781
742,HOSP. TRAVESSÃO,Ibitioca,"(-21.8202798, -41.4690847)","(-21.6093672, -41.3123019)","((-21.8202798, -41.4690847), (-21.6093672, -41.3123019))",2963
743,HOSP. TRAVESSÃO,Ips,"(-21.7810256, -41.32185610000001)","(-21.6093672, -41.3123019)","((-21.7810256, -41.32185610000001), (-21.6093672, -41.3123019))",1976
744,HOSP. TRAVESSÃO,Jardim Carioca,"(-21.7471402, -41.3247611)","(-21.6093672, -41.3123019)","((-21.7471402, -41.3247611), (-21.6093672, -41.3123019))",1329
745,HOSP. TRAVESSÃO,Jardim das Acácias,"(-21.7924053, -41.297796)","(-21.6093672, -41.3123019)","((-21.7924053, -41.297796), (-21.6093672, -41.3123019))",2286
746,HOSP. TRAVESSÃO,Jardim São Benenedito (Praça Nilo Peçanha),"(-21.7646615, -41.3219307)","(-21.6093672, -41.3123019)","((-21.7646615, -41.3219307), (-21.6093672, -41.3123019))",1776
747,HOSP. TRAVESSÃO,Lagoa das Pedras,"(-21.6666667, -41.3333333)","(-21.6093672, -41.3123019)","((-21.6666667, -41.3333333), (-21.6093672, -41.3123019))",795
748,HOSP. TRAVESSÃO,Lagoa de Cima,"(-21.7672222, -41.5169444)","(-21.6093672, -41.3123019)","((-21.7672222, -41.5169444), (-21.6093672, -41.3123019))",3587
749,HOSP. TRAVESSÃO,Lapa,"(-21.7563171, -41.3128812)","(-21.6093672, -41.3123019)","((-21.7563171, -41.3128812), (-21.6093672, -41.3123019))",1533
750,HOSP. TRAVESSÃO,Mineiros,"(-21.8800211, -41.2210236)","(-21.6093672, -41.3123019)","((-21.8800211, -41.2210236), (-21.6093672, -41.3123019))",3506
751,HOSP. TRAVESSÃO,Nova Brasília,"(-21.7441893, -41.3581852)","(-21.6093672, -41.3123019)","((-21.7441893, -41.3581852), (-21.6093672, -41.3123019))",1660
752,HOSP. TRAVESSÃO,Nova Campos,"(-21.7217011, -41.3103395)","(-21.6093672, -41.3123019)","((-21.7217011, -41.3103395), (-21.6093672, -41.3123019))",971
753,HOSP. TRAVESSÃO,Novo Jockey,"(-21.7792586, -41.2780066)","(-21.6093672, -41.3123019)","((-21.7792586, -41.2780066), (-21.6093672, -41.3123019))",2218
754,HOSP. TRAVESSÃO,Parque Aeroporto,"(-21.6969147, -41.307831)","(-21.6093672, -41.3123019)","((-21.6969147, -41.307831), (-21.6093672, -41.3123019))",826
755,HOSP. TRAVESSÃO,Parque Aldeia,"(-21.7254055, -41.332284)","(-21.6093672, -41.3123019)","((-21.7254055, -41.332284), (-21.6093672, -41.3123019))",1285
756,HOSP. TRAVESSÃO,Parque Alvorada,"(-21.7429556, -41.3184913)","(-21.6093672, -41.3123019)","((-21.7429556, -41.3184913), (-21.6093672, -41.3123019))",1308
757,HOSP. TRAVESSÃO,Parque Alzira Vargas,"(-21.7656981, -41.3252314)","(-21.6093672, -41.3123019)","((-21.7656981, -41.3252314), (-21.6093672, -41.3123019))",1732
758,HOSP. TRAVESSÃO,Parque Aurora,"(-21.7788905, -41.3235073)","(-21.6093672, -41.3123019)","((-21.7788905, -41.3235073), (-21.6093672, -41.3123019))",2008
759,HOSP. TRAVESSÃO,Parque Avenida Pelinca,"(-21.7604812, -41.3320547)","(-21.6093672, -41.3123019)","((-21.7604812, -41.3320547), (-21.6093672, -41.3123019))",1547
760,HOSP. TRAVESSÃO,Parque Bandeirantes,"(-21.7213412, -41.309035)","(-21.6093672, -41.3123019)","((-21.7213412, -41.309035), (-21.6093672, -41.3123019))",1000
761,HOSP. TRAVESSÃO,Parque Bela Vista,"(-21.7984896, -41.2968969)","(-21.6093672, -41.3123019)","((-21.7984896, -41.2968969), (-21.6093672, -41.3123019))",2319
762,HOSP. TRAVESSÃO,Parque Boa Vista,"(-21.6943045, -41.3184913)","(-21.6093672, -41.3123019)","((-21.6943045, -41.3184913), (-21.6093672, -41.3123019))",827
763,HOSP. TRAVESSÃO,Parque Bonsucesso,"(-21.7209727, -41.3145352)","(-21.6093672, -41.3123019)","((-21.7209727, -41.3145352), (-21.6093672, -41.3123019))",903
764,HOSP. TRAVESSÃO,Parque Calabouco,"(-21.7372533, -41.3172373)","(-21.6093672, -41.3123019)","((-21.7372533, -41.3172373), (-21.6093672, -41.3123019))",1227
765,HOSP. TRAVESSÃO,Parque Califórnia,"(-21.759319, -41.306149)","(-21.6093672, -41.3123019)","((-21.759319, -41.306149), (-21.6093672, -41.3123019))",1668
766,HOSP. TRAVESSÃO,Parque Cidade Luz,"(-21.722603, -41.3319192)","(-21.6093672, -41.3123019)","((-21.722603, -41.3319192), (-21.6093672, -41.3123019))",1358
767,HOSP. TRAVESSÃO,Parque Conselheiro Tomaz Coelho,"(-21.7544774, -41.3286465)","(-21.6093672, -41.3123019)","((-21.7544774, -41.3286465), (-21.6093672, -41.3123019))",1484
768,HOSP. TRAVESSÃO,Parque Corrientes,"(-21.7454786, -41.3534142)","(-21.6093672, -41.3123019)","((-21.7454786, -41.3534142), (-21.6093672, -41.3123019))",1617
769,HOSP. TRAVESSÃO,Parque do Prado,"(-21.7955985, -41.2952869)","(-21.6093672, -41.3123019)","((-21.7955985, -41.2952869), (-21.6093672, -41.3123019))",2371
770,HOSP. TRAVESSÃO,Parque Dom Bosco,"(-21.7608174, -41.3379783)","(-21.6093672, -41.3123019)","((-21.7608174, -41.3379783), (-21.6093672, -41.3123019))",1596
771,HOSP. TRAVESSÃO,Parque dos Rodoviários,"(-21.7557367, -41.34665940000001)","(-21.6093672, -41.3123019)","((-21.7557367, -41.34665940000001), (-21.6093672, -41.3123019))",1503
772,HOSP. TRAVESSÃO,Parque Dr. Beda,"(-21.7838389, -41.3220171)","(-21.6093672, -41.3123019)","((-21.7838389, -41.3220171), (-21.6093672, -41.3123019))",2044
773,HOSP. TRAVESSÃO,Parque Eldorado,"(-21.7148183, -41.3031301)","(-21.6093672, -41.3123019)","((-21.7148183, -41.3031301), (-21.6093672, -41.3123019))",923
774,HOSP. TRAVESSÃO,Parque Esplanada,"(-21.7466603, -41.3630875)","(-21.6093672, -41.3123019)","((-21.7466603, -41.3630875), (-21.6093672, -41.3123019))",1784
775,HOSP. TRAVESSÃO,Parque Fazenda Grande,"(-21.7776963, -41.3122208)","(-21.6093672, -41.3123019)","((-21.7776963, -41.3122208), (-21.6093672, -41.3123019))",1952
776,HOSP. TRAVESSÃO,Parque Fazendinha Campos dos G.,"(-21.7614561, -41.3167841)","(-21.6093672, -41.3123019)","((-21.7614561, -41.3167841), (-21.6093672, -41.3123019))",1568
777,HOSP. TRAVESSÃO,Parque Flamboyant,"(-21.7751086, -41.3046953)","(-21.6093672, -41.3123019)","((-21.7751086, -41.3046953), (-21.6093672, -41.3123019))",2031
778,HOSP. TRAVESSÃO,Parque Fundão,"(-21.727279, -41.3283031)","(-21.6093672, -41.3123019)","((-21.727279, -41.3283031), (-21.6093672, -41.3123019))",1169
779,HOSP. TRAVESSÃO,Parque Guarus,"(-21.7210448, -41.32179259999999)","(-21.6093672, -41.3123019)","((-21.7210448, -41.32179259999999), (-21.6093672, -41.3123019))",1076
780,HOSP. TRAVESSÃO,Parque Imperial,"(-21.8038887, -41.30406809999999)","(-21.6093672, -41.3123019)","((-21.8038887, -41.30406809999999), (-21.6093672, -41.3123019))",2526
781,HOSP. TRAVESSÃO,Parque João Maria,"(-21.7739168, -41.3214584)","(-21.6093672, -41.3123019)","((-21.7739168, -41.3214584), (-21.6093672, -41.3123019))",1951
782,HOSP. TRAVESSÃO,Parque João Seixas,"(-21.768398, -41.325772)","(-21.6093672, -41.3123019)","((-21.768398, -41.325772), (-21.6093672, -41.3123019))",1833
783,HOSP. TRAVESSÃO,Parque Jóquei Club,"(-21.7801522, -41.2926106)","(-21.6093672, -41.3123019)","((-21.7801522, -41.2926106), (-21.6093672, -41.3123019))",2099
784,HOSP. TRAVESSÃO,Parque José do Patrocínio,"(-21.7799453, -41.3027016)","(-21.6093672, -41.3123019)","((-21.7799453, -41.3027016), (-21.6093672, -41.3123019))",2068
785,HOSP. TRAVESSÃO,Parque Julião Nogueira,"(-21.7504512, -41.3525693)","(-21.6093672, -41.3123019)","((-21.7504512, -41.3525693), (-21.6093672, -41.3123019))",1689
786,HOSP. TRAVESSÃO,Parque Leopoldina,"(-21.7531904, -41.3429396)","(-21.6093672, -41.3123019)","((-21.7531904, -41.3429396), (-21.6093672, -41.3123019))",1467
787,HOSP. TRAVESSÃO,Parque Maciel,"(-21.7580768, -41.3046953)","(-21.6093672, -41.3123019)","((-21.7580768, -41.3046953), (-21.6093672, -41.3123019))",1662
788,HOSP. TRAVESSÃO,Parque Menezes,"(-21.7894288, -41.2714453)","(-21.6093672, -41.3123019)","((-21.7894288, -41.2714453), (-21.6093672, -41.3123019))",2481
789,HOSP. TRAVESSÃO,Parque Nova Canaã,"(-21.6559772, -41.3151397)","(-21.6093672, -41.3123019)","((-21.6559772, -41.3151397), (-21.6093672, -41.3123019))",519
790,HOSP. TRAVESSÃO,Parque Novo Mundo,"(-21.725373, -41.3122849)","(-21.6093672, -41.3123019)","((-21.725373, -41.3122849), (-21.6093672, -41.3123019))",1033
791,HOSP. TRAVESSÃO,Parque Oliveira Botelho,"(-21.7604986, -41.3121057)","(-21.6093672, -41.3123019)","((-21.7604986, -41.3121057), (-21.6093672, -41.3123019))",1597
792,HOSP. TRAVESSÃO,Parque Pecuária,"(-21.7371193, -41.3498333)","(-21.6093672, -41.3123019)","((-21.7371193, -41.3498333), (-21.6093672, -41.3123019))",1700
793,HOSP. TRAVESSÃO,Parque Prazeres,"(-21.745628, -41.2999789)","(-21.6093672, -41.3123019)","((-21.745628, -41.2999789), (-21.6093672, -41.3123019))",1508
794,HOSP. TRAVESSÃO,Parque Presidente Juscelino,"(-21.7596981, -41.3459159)","(-21.6093672, -41.3123019)","((-21.7596981, -41.3459159), (-21.6093672, -41.3123019))",1648
795,HOSP. TRAVESSÃO,Parque Presidente Vargas,"(-21.7260655, -41.317008)","(-21.6093672, -41.3123019)","((-21.7260655, -41.317008), (-21.6093672, -41.3123019))",1093
796,HOSP. TRAVESSÃO,Parque Real,"(-21.8366441, -41.2571894)","(-21.6093672, -41.3123019)","((-21.8366441, -41.2571894), (-21.6093672, -41.3123019))",3129
797,HOSP. TRAVESSÃO,Parque Riachuelo,"(-21.7572162, -41.3087929)","(-21.6093672, -41.3123019)","((-21.7572162, -41.3087929), (-21.6093672, -41.3123019))",1587
798,HOSP. TRAVESSÃO,Parque Rio Branco,"(-21.7339535, -41.3100007)","(-21.6093672, -41.3123019)","((-21.7339535, -41.3100007), (-21.6093672, -41.3123019))",1290
799,HOSP. TRAVESSÃO,Parque Rosario,"(-21.7735407, -41.3287998)","(-21.6093672, -41.3123019)","((-21.7735407, -41.3287998), (-21.6093672, -41.3123019))",1852
800,HOSP. TRAVESSÃO,Parque Rui Barbosa,"(-21.7845661, -41.33109779999999)","(-21.6093672, -41.3123019)","((-21.7845661, -41.33109779999999), (-21.6093672, -41.3123019))",1979
801,HOSP. TRAVESSÃO,Parque Salo Brand,"(-21.762943, -41.3046953)","(-21.6093672, -41.3123019)","((-21.762943, -41.3046953), (-21.6093672, -41.3123019))",1727
802,HOSP. TRAVESSÃO,Parque Santa Clara,"(-21.7355396, -41.3128479)","(-21.6093672, -41.3123019)","((-21.7355396, -41.3128479), (-21.6093672, -41.3123019))",1215
803,HOSP. TRAVESSÃO,Parque Santa Helena,"(-21.7317869, -41.3272689)","(-21.6093672, -41.3123019)","((-21.7317869, -41.3272689), (-21.6093672, -41.3123019))",1255
804,HOSP. TRAVESSÃO,Parque Santa Rosa,"(-21.7266046, -41.2998911)","(-21.6093672, -41.3123019)","((-21.7266046, -41.2998911), (-21.6093672, -41.3123019))",1230
805,HOSP. TRAVESSÃO,Parque Santo Amaro,"(-21.7638038, -41.3393716)","(-21.6093672, -41.3123019)","((-21.7638038, -41.3393716), (-21.6093672, -41.3123019))",1693
806,HOSP. TRAVESSÃO,Parque Santo Antônio,"(-21.742082, -41.3268346)","(-21.6093672, -41.3123019)","((-21.742082, -41.3268346), (-21.6093672, -41.3123019))",1253
807,HOSP. TRAVESSÃO,Parque Santos Dumont,"(-21.6869265, -41.3147291)","(-21.6093672, -41.3123019)","((-21.6869265, -41.3147291), (-21.6093672, -41.3123019))",735
808,HOSP. TRAVESSÃO,Parque São Caetano,"(-21.7580002, -41.3428678)","(-21.6093672, -41.3123019)","((-21.7580002, -41.3428678), (-21.6093672, -41.3123019))",1613
809,HOSP. TRAVESSÃO,Parque São Domingos,"(-21.7268664, -41.3053224)","(-21.6093672, -41.3123019)","((-21.7268664, -41.3053224), (-21.6093672, -41.3123019))",1211
810,HOSP. TRAVESSÃO,Parque São José,"(-21.7259022, -41.3330687)","(-21.6093672, -41.3123019)","((-21.7259022, -41.3330687), (-21.6093672, -41.3123019))",1306
811,HOSP. TRAVESSÃO,Parque São Mateus,"(-21.7163376, -41.314237)","(-21.6093672, -41.3123019)","((-21.7163376, -41.314237), (-21.6093672, -41.3123019))",924
812,HOSP. TRAVESSÃO,Parque São Silvestre,"(-21.7124775, -41.3037914)","(-21.6093672, -41.3123019)","((-21.7124775, -41.3037914), (-21.6093672, -41.3123019))",878
813,HOSP. TRAVESSÃO,Parque Tamandaré,"(-21.7560324, -41.3380643)","(-21.6093672, -41.3123019)","((-21.7560324, -41.3380643), (-21.6093672, -41.3123019))",1523
814,HOSP. TRAVESSÃO,Parque Tarcísio Miranda,"(-21.7816047, -41.3044567)","(-21.6093672, -41.3123019)","((-21.7816047, -41.3044567), (-21.6093672, -41.3123019))",2146
815,HOSP. TRAVESSÃO,Parque Tropical,"(-21.8147625, -41.3003049)","(-21.6093672, -41.3123019)","((-21.8147625, -41.3003049), (-21.6093672, -41.3123019))",2585
816,HOSP. TRAVESSÃO,Parque Turf Club,"(-21.7691851, -41.3094894)","(-21.6093672, -41.3123019)","((-21.7691851, -41.3094894), (-21.6093672, -41.3123019))",1847
817,HOSP. TRAVESSÃO,Parque Varanda do Visconde,"(-21.8057227, -41.2998133)","(-21.6093672, -41.3123019)","((-21.8057227, -41.2998133), (-21.6093672, -41.3123019))",2555
818,HOSP. TRAVESSÃO,Parque Vera Cruz,"(-21.7360076, -41.32915)","(-21.6093672, -41.3123019)","((-21.7360076, -41.32915), (-21.6093672, -41.3123019))",1285
819,HOSP. TRAVESSÃO,Parque Vicente Gonçalves Dias,"(-21.7494167, -41.3172373)","(-21.6093672, -41.3123019)","((-21.7494167, -41.3172373), (-21.6093672, -41.3123019))",1395
820,HOSP. TRAVESSÃO,Penha,"(-21.7925146, -41.2833674)","(-21.6093672, -41.3123019)","((-21.7925146, -41.2833674), (-21.6093672, -41.3123019))",2479
821,HOSP. TRAVESSÃO,Pernambuca,"(-21.8075866, -41.49712479999999)","(-21.6093672, -41.3123019)","((-21.8075866, -41.49712479999999), (-21.6093672, -41.3123019))",3405
822,HOSP. TRAVESSÃO,Poço Gordo,"(-21.8329253, -41.2275795)","(-21.6093672, -41.3123019)","((-21.8329253, -41.2275795), (-21.6093672, -41.3123019))",3173
823,HOSP. TRAVESSÃO,Ponta da Lama,"(-21.8370393, -41.4279283)","(-21.6093672, -41.3123019)","((-21.8370393, -41.4279283), (-21.6093672, -41.3123019))",2643
824,HOSP. TRAVESSÃO,Ponte de Coqueiros de Tócos,"(-21.8855681, -41.3109986)","(-21.6093672, -41.3123019)","((-21.8855681, -41.3109986), (-21.6093672, -41.3123019))",3216
825,HOSP. TRAVESSÃO,Rio Preto,"(-21.7256414938058, -41.56115161423796)","(-21.6093672, -41.3123019)","((-21.7256414938058, -41.56115161423796), (-21.6093672, -41.3123019))",3567
826,HOSP. TRAVESSÃO,Santa Ana,"(-21.6320294, -41.2526158)","(-21.6093672, -41.3123019)","((-21.6320294, -41.2526158), (-21.6093672, -41.3123019))",1008
